Player,Nation,Pos,Team,Age,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Goalkeeping_Penalty_Save%,Defense_Tkl,Defense_TklW,Defense_Att,Defense_Lost,Defense_Blocks,Defense_Sh,Defense_Pass,Defense_Int,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Succ%,Possession_Tkld%,Possession_Carries,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Misc_Fls,Misc_Fld,Misc_Off,Misc_Crs,Misc_Recov,Misc_Won,Misc_Lost,Misc_Won%,Transfer_Value,Transfer_Value_Str
Kai Havertz,de GER,"FW,MF",Arsenal,25,1839,9,3,4,0,9.4,2.4,34,59,110,0.44,0.15,0.46,0.12,N/A,1.03,0.17,11.7,401,78.5,4833,N/A,N/A,N/A,16,26,8,1,N/A,N/A,N/A,N/A,16,9,N/A,11,22,4,18,6,768,31,88,282,403,103,N/A,N/A,411,N/A,23,18,42,22,575,36,N/A,14,11,39,62,73,45.9,25.0,€25.0M
Ayden Heaven,eng ENG,DF,Manchester Utd,18,95,0,0,0,0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,40,81.6,695,N/A,N/A,N/A,0,2,0,0,N/A,N/A,N/A,N/A,3,3,N/A,0,2,2,0,1,67,21,42,23,3,1,N/A,N/A,42,N/A,1,0,2,1,40,2,N/A,0,0,4,1,2,33.3,0.6,€0.6M
Jan Paul van Hecke,nl NED,DF,Brighton,24,2598,1,1,8,1,1.3,1.5,53,209,5,0.03,0.03,0.04,0.05,N/A,0.17,0.06,14.1,1795,87.9,35321,N/A,N/A,N/A,13,202,16,4,N/A,N/A,N/A,N/A,39,25,N/A,17,32,19,13,23,2316,246,987,1196,153,30,N/A,N/A,1536,N/A,41,0,12,7,1628,22,N/A,0,11,119,73,48,60.3,11.7,€11.7M
Hwang Hee-chan,kr KOR,"MF,FW",Wolves,29,651,2,0,0,0,0.8,0.1,15,12,41,0.28,0.0,0.11,0.02,N/A,0.41,0.4,17.4,159,81.5,2061,N/A,N/A,N/A,3,7,4,2,N/A,N/A,N/A,N/A,6,4,N/A,4,9,0,9,2,262,9,41,99,124,24,N/A,N/A,151,N/A,5,7,14,10,174,6,N/A,0,8,27,3,9,25.0,6.3,€6.3M
Dean Henderson,eng ENG,GK,Crystal Palace,28,3060,0,0,3,0,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,14.9,672,61.8,18496,N/A,N/A,N/A,2,20,1,0,N/A,N/A,N/A,N/A,2,1,N/A,4,0,0,0,0,1173,954,1169,3,1,1,N/A,N/A,674,N/A,0,0,2,0,510,0,N/A,0,0,25,11,1,91.7,6.3,€6.3M
Mads Hermansen,dk DEN,GK,Leicester City,24,2385,0,0,1,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,654,61.0,17066,N/A,N/A,N/A,0,20,1,0,N/A,N/A,N/A,N/A,1,1,N/A,0,1,0,1,0,1147,831,1106,43,0,0,N/A,N/A,734,N/A,0,0,1,0,625,0,N/A,0,0,17,4,1,80.0,6.9,€6.9M
Son Heung-min,kr KOR,FW,Tottenham,32,2004,7,9,1,0,7.0,8.2,87,104,259,0.31,0.4,0.31,0.37,N/A,1.08,0.11,17.0,703,79.0,9833,N/A,N/A,N/A,50,36,51,6,N/A,N/A,N/A,N/A,17,9,N/A,18,10,0,10,5,1093,15,110,347,646,117,N/A,N/A,732,N/A,45,40,25,29,837,5,N/A,11,75,81,6,11,35.3,24.4,€24.4M
James Hill,eng ENG,DF,Bournemouth,23,448,0,1,1,0,0.3,0.3,3,16,8,0.0,0.2,0.06,0.05,N/A,0.0,0.0,13.9,159,64.9,3098,N/A,N/A,N/A,3,20,6,0,N/A,N/A,N/A,N/A,15,8,N/A,8,5,0,5,9,319,19,99,167,54,8,N/A,N/A,146,N/A,6,0,2,0,179,7,N/A,0,10,13,14,12,53.8,2.6,€2.6M
Jack Hinshelwood,eng ENG,"DF,MF",Brighton,20,1676,2,2,5,0,1.5,1.3,16,60,46,0.11,0.11,0.08,0.07,N/A,0.32,0.14,14.3,800,83.4,12164,N/A,N/A,N/A,15,33,9,2,N/A,N/A,N/A,N/A,26,18,N/A,15,8,3,5,14,1100,49,307,505,293,26,N/A,N/A,539,N/A,19,1,16,2,686,15,N/A,0,26,55,19,14,57.6,13.8,€13.8M
George Hirst,sct SCO,FW,Ipswich Town,26,470,2,1,1,0,1.3,0.3,9,12,27,0.38,0.19,0.25,0.05,N/A,0.77,0.22,12.0,55,55.0,644,N/A,N/A,N/A,3,1,4,0,N/A,N/A,N/A,N/A,3,3,N/A,2,1,1,0,2,156,10,22,54,82,21,N/A,N/A,88,N/A,2,6,21,13,134,11,N/A,2,3,8,30,19,61.2,5.0,€5.0M
Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,24,2152,5,2,2,0,2.5,2.7,127,66,186,0.21,0.08,0.1,0.11,N/A,0.71,0.14,18.3,674,82.2,9918,N/A,N/A,N/A,44,36,31,11,N/A,N/A,N/A,N/A,20,14,N/A,6,11,0,11,13,1005,15,111,324,595,72,N/A,N/A,626,N/A,61,45,44,23,764,12,N/A,8,75,91,3,10,23.1,24.5,€24.5M
Will Hughes,eng ENG,MF,Crystal Palace,30,1869,0,3,11,0,1.0,2.7,18,82,24,0.0,0.14,0.05,0.13,N/A,0.05,0.0,22.6,658,76.1,10532,N/A,N/A,N/A,29,69,14,3,N/A,N/A,N/A,N/A,61,33,N/A,32,29,14,15,19,1070,41,253,551,278,14,N/A,N/A,469,N/A,22,1,19,24,594,60,N/A,0,65,107,17,17,50.0,12.1,€12.1M
Dean Huijsen,es ESP,DF,Bournemouth,20,2144,2,1,8,0,1.7,2.0,36,112,10,0.08,0.04,0.07,0.08,N/A,0.08,0.12,12.3,1147,83.6,23184,N/A,N/A,N/A,14,142,7,2,N/A,N/A,N/A,N/A,33,23,N/A,10,35,27,8,49,1723,229,786,824,122,29,N/A,N/A,937,N/A,24,0,16,1,1050,28,N/A,2,12,93,63,41,60.6,13.1,€13.1M
Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,21,2223,3,2,5,0,2.3,2.5,71,69,131,0.12,0.08,0.09,0.1,N/A,0.65,0.08,20.8,581,78.3,9129,N/A,N/A,N/A,23,43,20,9,N/A,N/A,N/A,N/A,30,11,N/A,32,24,1,23,10,1061,12,168,450,463,74,N/A,N/A,645,N/A,35,30,68,55,748,28,N/A,4,56,90,6,22,21.4,25.1,€25.1M
Rasmus Højlund,dk DEN,FW,Manchester Utd,22,1744,4,0,2,0,3.8,1.3,26,16,83,0.21,0.0,0.2,0.06,N/A,0.52,0.16,12.8,224,76.7,2426,N/A,N/A,N/A,14,12,5,1,N/A,N/A,N/A,N/A,3,1,N/A,4,5,0,5,1,447,6,31,223,201,58,N/A,N/A,275,N/A,13,16,57,27,352,15,N/A,11,6,30,23,82,21.9,21.3,€21.3M
Igor,br BRA,DF,Brighton,27,903,0,0,4,0,0.0,0.2,9,44,0,0.0,0.0,0.0,0.02,N/A,0.0,0.0,14.1,628,92.1,11358,N/A,N/A,N/A,1,35,2,1,N/A,N/A,N/A,N/A,4,4,N/A,6,23,14,9,4,764,109,377,353,38,1,N/A,N/A,497,N/A,14,0,1,0,568,9,N/A,0,2,40,8,6,57.1,4.7,€4.7M
Danny Ings,eng ENG,"FW,MF",West Ham,32,284,1,2,0,0,2.3,1.3,6,5,29,0.32,0.63,0.72,0.41,N/A,1.58,0.07,15.5,63,68.5,830,N/A,N/A,N/A,6,4,1,0,N/A,N/A,N/A,N/A,4,2,N/A,2,5,0,5,1,139,2,15,51,73,27,N/A,N/A,63,N/A,0,2,6,6,96,0,N/A,0,3,9,8,10,44.4,2.6,€2.6M
Tim Iroegbunam,eng ENG,MF,Everton,21,566,0,1,4,0,0.2,0.2,8,14,9,0.0,0.16,0.04,0.03,N/A,0.0,0.0,22.5,109,72.7,1830,N/A,N/A,N/A,3,10,1,0,N/A,N/A,N/A,N/A,27,13,N/A,8,16,4,12,15,255,21,80,122,59,12,N/A,N/A,121,N/A,10,2,10,18,110,15,N/A,0,1,47,9,4,69.2,4.2,€4.2M
Andy Irving,sct SCO,MF,West Ham,24,166,0,0,2,0,0.1,0.2,0,9,4,0.0,0.0,0.06,0.13,N/A,1.08,0.0,26.2,109,87.9,1705,N/A,N/A,N/A,1,14,1,1,N/A,N/A,N/A,N/A,7,4,N/A,4,5,1,4,1,150,7,37,89,24,0,N/A,N/A,73,N/A,1,0,1,3,104,6,N/A,0,2,10,1,1,50.0,1.1,€1.1M
Alexander Isak,se SWE,FW,Newcastle Utd,25,2487,22,6,1,0,19.0,4.0,77,77,196,0.8,0.22,0.69,0.15,N/A,1.34,0.22,14.5,459,74.0,6537,N/A,N/A,N/A,38,32,26,1,N/A,N/A,N/A,N/A,12,5,N/A,7,18,2,16,3,933,20,54,348,545,175,N/A,N/A,558,N/A,40,43,62,50,659,25,N/A,20,15,54,25,48,34.2,35.6,€35.6M
Alex Iwobi,ng NGA,"FW,MF",Fulham,29,2721,9,6,1,0,4.5,6.5,132,196,221,0.3,0.2,0.15,0.22,N/A,0.89,0.15,18.3,1037,74.4,17737,N/A,N/A,N/A,53,106,77,16,N/A,N/A,N/A,N/A,37,21,N/A,11,25,1,24,11,1693,31,225,678,815,107,N/A,N/A,1200,N/A,99,37,54,38,1321,17,N/A,4,118,124,5,31,13.9,25.5,€25.5M
Nicolas Jackson,sn SEN,FW,Chelsea,23,2114,10,5,7,0,12.2,4.3,46,37,125,0.43,0.21,0.52,0.18,N/A,1.36,0.14,12.7,291,76.2,3909,N/A,N/A,N/A,28,22,10,1,N/A,N/A,N/A,N/A,19,11,N/A,5,13,2,11,3,658,19,46,272,349,137,N/A,N/A,401,N/A,24,30,65,39,490,32,N/A,19,3,44,18,35,34.0,30.5,€30.5M
Reece James,eng ENG,"DF,MF",Chelsea,25,835,1,0,1,0,0.3,0.5,6,51,9,0.11,0.0,0.03,0.06,N/A,0.32,0.13,23.2,572,84.5,10299,N/A,N/A,N/A,10,72,5,1,N/A,N/A,N/A,N/A,9,9,N/A,6,12,4,8,12,759,32,213,423,128,4,N/A,N/A,397,N/A,4,0,6,5,480,6,N/A,0,38,53,21,6,77.8,5.8,€5.8M
Vitaly Janelt,de GER,MF,Brentford,26,2254,1,3,3,0,0.8,2.2,17,80,38,0.04,0.12,0.03,0.09,N/A,0.16,0.07,17.7,872,82.5,14466,N/A,N/A,N/A,14,78,23,7,N/A,N/A,N/A,N/A,38,22,N/A,15,33,9,24,27,1289,118,418,574,306,32,N/A,N/A,652,N/A,18,3,16,10,814,24,N/A,1,30,107,19,11,63.3,14.5,€14.5M
Mathias Jensen,dk DEN,MF,Brentford,29,793,0,2,2,0,0.2,1.6,6,55,26,0.0,0.23,0.03,0.18,N/A,0.11,0.0,23.1,332,75.1,6157,N/A,N/A,N/A,15,39,17,2,N/A,N/A,N/A,N/A,13,9,N/A,8,13,4,9,8,518,24,117,220,184,9,N/A,N/A,276,N/A,8,0,8,6,318,7,N/A,0,31,45,8,5,61.5,5.1,€5.1M
Gabriel Jesus,br BRA,FW,Arsenal,28,608,3,0,4,0,3.0,0.7,15,19,57,0.44,0.0,0.44,0.1,N/A,1.04,0.15,11.1,156,76.8,2030,N/A,N/A,N/A,8,10,9,1,N/A,N/A,N/A,N/A,10,6,N/A,5,10,1,9,4,299,9,28,108,165,48,N/A,N/A,179,N/A,6,11,13,13,217,14,N/A,9,7,28,9,18,33.3,6.3,€6.3M
Raúl Jiménez,mx MEX,FW,Fulham,33,2134,10,3,4,0,11.2,2.9,32,55,117,0.42,0.13,0.47,0.12,N/A,1.14,0.08,14.3,409,71.4,6193,N/A,N/A,N/A,17,34,10,3,N/A,N/A,N/A,N/A,28,18,N/A,12,19,5,14,9,884,30,106,377,414,148,N/A,N/A,496,N/A,20,17,61,41,652,35,N/A,14,20,70,72,83,46.5,23.1,€23.1M
João Pedro,br BRA,"FW,MF",Brighton,23,1948,10,6,4,1,8.9,5.0,66,78,128,0.46,0.28,0.41,0.23,N/A,0.69,0.12,17.2,482,72.9,6847,N/A,N/A,N/A,30,42,36,5,N/A,N/A,N/A,N/A,16,12,N/A,7,12,0,12,9,940,12,60,387,508,122,N/A,N/A,616,N/A,39,30,72,38,732,26,N/A,2,22,59,41,43,48.8,29.4,€29.4M
Joelinton,br BRA,"MF,FW",Newcastle Utd,28,2393,4,3,10,0,3.9,2.5,40,116,110,0.15,0.11,0.15,0.09,N/A,0.49,0.09,14.0,863,82.7,12199,N/A,N/A,N/A,23,80,17,2,N/A,N/A,N/A,N/A,57,35,N/A,19,37,7,30,23,1360,67,256,670,448,83,N/A,N/A,729,N/A,26,9,39,53,934,58,N/A,7,16,149,59,46,56.2,22.5,€22.5M
Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25,1348,1,2,5,1,1.1,1.3,16,26,33,0.07,0.13,0.07,0.09,N/A,0.2,0.14,12.6,296,71.5,4812,N/A,N/A,N/A,12,21,3,2,N/A,N/A,N/A,N/A,38,22,N/A,21,22,5,17,13,624,60,245,219,163,12,N/A,N/A,259,N/A,12,3,23,17,290,27,N/A,1,37,57,19,18,51.4,14.7,€14.7M
Brennan Johnson,wls WAL,FW,Tottenham,23,2083,11,3,5,0,9.8,2.3,57,70,194,0.48,0.13,0.43,0.1,N/A,0.86,0.21,11.4,438,71.0,5790,N/A,N/A,N/A,19,25,35,6,N/A,N/A,N/A,N/A,39,26,N/A,15,25,3,22,4,825,16,89,282,466,120,N/A,N/A,527,N/A,21,32,25,16,609,26,N/A,12,52,60,7,20,25.9,29.3,€29.3M
Sam Johnstone,eng ENG,GK,Wolves,32,630,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,184,66.2,5548,N/A,N/A,N/A,1,6,0,0,N/A,N/A,N/A,N/A,0,0,N/A,1,0,0,0,0,306,229,304,2,0,0,N/A,N/A,196,N/A,0,0,0,0,179,0,N/A,0,0,9,4,0,100.0,1.8,€1.8M
Curtis Jones,eng ENG,"MF,DF",Liverpool,24,1438,3,3,3,1,4.1,1.0,23,85,67,0.19,0.19,0.26,0.06,N/A,0.75,0.1,16.9,821,93.2,11932,N/A,N/A,N/A,19,60,16,0,N/A,N/A,N/A,N/A,34,18,N/A,8,15,7,8,5,1040,27,160,555,331,50,N/A,N/A,632,N/A,15,5,22,29,781,15,N/A,1,6,78,13,12,52.0,11.5,€11.5M
Jorginho,it ITA,MF,Arsenal,33,703,0,0,5,0,0.1,0.4,12,48,6,0.0,0.0,0.01,0.05,N/A,0.0,0.0,23.2,410,86.7,6450,N/A,N/A,N/A,3,44,10,0,N/A,N/A,N/A,N/A,12,4,N/A,12,3,0,3,7,519,9,92,303,130,3,N/A,N/A,302,N/A,13,0,10,9,388,15,N/A,0,1,54,1,6,14.3,3.9,€3.9M
Diogo Jota,pt POR,FW,Liverpool,28,1097,6,3,2,0,7.3,1.8,36,33,86,0.49,0.25,0.6,0.15,N/A,1.07,0.13,12.5,201,69.6,3050,N/A,N/A,N/A,11,29,3,1,N/A,N/A,N/A,N/A,14,8,N/A,12,9,0,9,7,448,5,30,185,240,90,N/A,N/A,247,N/A,21,20,36,21,311,18,N/A,1,8,40,21,30,41.2,13.0,€13.0M
James Justin,eng ENG,DF,Leicester City,27,2579,2,1,5,0,1.5,0.6,37,86,92,0.07,0.03,0.05,0.02,N/A,0.21,0.08,16.0,1052,77.6,16221,N/A,N/A,N/A,13,71,21,7,N/A,N/A,N/A,N/A,48,29,N/A,22,39,13,26,42,1714,131,594,768,362,37,N/A,N/A,770,N/A,25,4,31,13,951,21,N/A,2,53,75,58,46,55.8,11.1,€11.1M
Filip Jørgensen,dk DEN,GK,Chelsea,23,540,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,158,83.6,2843,N/A,N/A,N/A,0,1,0,0,N/A,N/A,N/A,N/A,0,0,N/A,0,0,0,0,0,202,174,201,1,0,0,N/A,N/A,145,N/A,0,0,0,0,139,1,N/A,0,0,5,0,0,N/A,1.9,€1.9M
Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25,385,1,0,1,0,0.4,0.2,1,15,27,0.23,0.0,0.1,0.04,N/A,0.23,0.25,15.1,144,82.3,2372,N/A,N/A,N/A,5,10,9,4,N/A,N/A,N/A,N/A,10,6,N/A,9,2,2,0,8,231,13,71,91,72,9,N/A,N/A,124,N/A,0,0,6,2,144,5,N/A,1,9,14,3,1,75.0,2.7,€2.7M
Daichi Kamada,jp JPN,MF,Crystal Palace,28,1338,0,0,3,1,1.0,1.8,23,73,52,0.0,0.0,0.07,0.12,N/A,0.27,0.0,19.4,511,79.5,8122,N/A,N/A,N/A,19,39,13,2,N/A,N/A,N/A,N/A,43,25,N/A,25,19,4,15,16,804,18,172,420,217,28,N/A,N/A,403,N/A,17,4,13,18,518,25,N/A,2,27,67,3,12,20.0,8.7,€8.7M
Boubacar Kamara,fr FRA,MF,Aston Villa,25,1373,0,0,2,0,0.4,0.9,16,72,5,0.0,0.0,0.02,0.06,N/A,0.07,0.0,21.1,674,89.2,10544,N/A,N/A,N/A,10,77,8,0,N/A,N/A,N/A,N/A,46,19,N/A,25,17,7,10,16,911,88,288,520,109,8,N/A,N/A,467,N/A,11,1,9,11,610,23,N/A,0,1,67,16,21,43.2,9.4,€9.4M
Michael Kayode,it ITA,DF,Brentford,20,211,0,0,1,0,0.1,0.2,4,2,11,0.0,0.0,0.03,0.06,N/A,0.0,0.0,18.5,58,65.9,1060,N/A,N/A,N/A,2,3,1,1,N/A,N/A,N/A,N/A,11,7,N/A,0,0,0,0,2,112,13,47,36,31,7,N/A,N/A,44,N/A,2,2,3,0,41,5,N/A,0,7,15,1,1,50.0,1.3,€1.3M
Michael Keane,eng ENG,DF,Everton,32,852,2,0,5,0,0.4,0.1,1,12,3,0.21,0.0,0.05,0.01,N/A,0.32,0.25,14.8,258,81.6,5895,N/A,N/A,N/A,2,17,0,0,N/A,N/A,N/A,N/A,10,7,N/A,6,11,7,4,10,426,85,241,169,18,14,N/A,N/A,189,N/A,1,0,1,2,240,9,N/A,0,1,24,20,14,58.8,4.1,€4.1M
Caoimhín Kelleher,ie IRL,GK,Liverpool,26,900,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,289,75.7,6252,N/A,N/A,N/A,0,6,0,0,N/A,N/A,N/A,N/A,0,0,N/A,0,0,0,0,0,398,286,396,2,0,0,N/A,N/A,290,N/A,0,0,1,0,275,0,N/A,0,0,18,1,0,100.0,3.0,€3.0M
Lloyd Kelly,eng ENG,DF,Newcastle Utd,26,303,0,1,2,0,0.4,0.5,0,9,5,0.0,0.3,0.12,0.14,N/A,0.0,0.0,7.3,146,80.7,2636,N/A,N/A,N/A,2,6,1,1,N/A,N/A,N/A,N/A,5,4,N/A,0,6,4,2,1,215,26,105,94,19,4,N/A,N/A,120,N/A,2,0,3,2,129,5,N/A,1,1,19,6,2,75.0,1.6,€1.6M
Milos Kerkez,hu HUN,DF,Bournemouth,21,2987,2,5,4,0,0.5,3.4,93,143,163,0.06,0.15,0.02,0.1,N/A,0.15,0.12,20.4,1175,75.2,18321,N/A,N/A,N/A,31,79,35,22,N/A,N/A,N/A,N/A,49,26,N/A,14,36,11,25,40,1915,104,494,805,639,57,N/A,N/A,952,N/A,65,15,43,18,1032,27,N/A,1,120,153,25,46,35.2,13.6,€13.6M
Bilal El Khannouss,ma MAR,MF,Leicester City,20,1920,2,2,4,0,0.9,3.2,61,118,77,0.09,0.09,0.04,0.15,N/A,0.28,0.09,22.8,714,75.2,12717,N/A,N/A,N/A,31,81,27,5,N/A,N/A,N/A,N/A,46,26,N/A,13,19,4,15,6,1126,16,163,584,391,27,N/A,N/A,649,N/A,38,9,35,34,753,27,N/A,1,78,83,19,19,50.0,16.0,€16.0M
Abdukodir Khusanov,uz UZB,DF,Manchester City,21,503,0,0,1,0,0.0,0.1,1,25,2,0.0,0.0,0.0,0.02,N/A,0.0,0.0,23.9,360,91.1,6126,N/A,N/A,N/A,2,23,0,0,N/A,N/A,N/A,N/A,5,4,N/A,1,5,4,1,3,445,45,205,211,31,1,N/A,N/A,274,N/A,1,0,2,1,332,3,N/A,0,1,27,6,4,60.0,3.0,€3.0M
Max Kilman,eng ENG,DF,West Ham,27,2988,0,1,4,0,1.4,1.2,29,106,6,0.0,0.03,0.04,0.04,N/A,0.06,0.0,8.4,1511,86.9,29227,N/A,N/A,N/A,16,100,4,0,N/A,N/A,N/A,N/A,30,17,N/A,4,55,37,18,37,2113,428,1178,848,103,30,N/A,N/A,1119,N/A,12,2,16,2,1404,17,N/A,2,3,135,101,48,67.8,10.7,€10.7M
Antonín Kinský,cz CZE,GK,Tottenham,22,360,0,0,0,0,0.0,0.1,1,1,0,0.0,0.0,0.0,0.02,N/A,0.0,N/A,N/A,116,80.0,2699,N/A,N/A,N/A,1,2,0,0,N/A,N/A,N/A,N/A,3,1,N/A,0,0,0,0,0,156,134,154,2,0,0,N/A,N/A,97,N/A,0,0,0,0,98,0,N/A,0,0,4,2,0,100.0,1.3,€1.3M
Jakub Kiwior,pl POL,DF,Arsenal,25,762,1,0,0,0,0.2,0.3,5,35,0,0.12,0.0,0.02,0.03,N/A,0.12,0.33,18.5,494,91.0,8754,N/A,N/A,N/A,3,45,3,0,N/A,N/A,N/A,N/A,12,6,N/A,3,8,5,3,2,611,59,193,368,50,4,N/A,N/A,352,N/A,4,1,3,1,464,8,N/A,0,1,18,8,7,53.3,4.2,€4.2M
Justin Kluivert,nl NED,"MF,FW",Bournemouth,25,2097,12,6,8,0,9.9,4.8,72,95,146,0.52,0.26,0.42,0.21,N/A,0.94,0.12,20.3,516,74.2,7951,N/A,N/A,N/A,45,40,32,6,N/A,N/A,N/A,N/A,21,9,N/A,16,24,0,24,13,969,23,93,327,569,115,N/A,N/A,576,N/A,50,34,49,24,631,40,N/A,5,78,71,7,25,21.9,29.9,€29.9M
Ibrahima Konaté,fr FRA,DF,Liverpool,25,2320,1,2,5,0,1.7,1.0,21,103,3,0.04,0.08,0.07,0.04,N/A,0.12,0.06,10.5,1581,90.3,29259,N/A,N/A,N/A,10,125,8,0,N/A,N/A,N/A,N/A,36,25,N/A,10,27,15,12,12,2005,211,854,1047,110,22,N/A,N/A,1184,N/A,13,0,8,2,1454,26,N/A,0,0,86,72,28,72.0,11.6,€11.6M
Ezri Konsa,eng ENG,DF,Aston Villa,27,2576,1,0,0,0,0.9,0.4,16,73,11,0.03,0.0,0.03,0.01,N/A,0.1,0.11,9.1,1372,92.7,22993,N/A,N/A,N/A,5,93,1,0,N/A,N/A,N/A,N/A,32,17,N/A,4,17,9,8,21,1693,213,795,807,99,20,N/A,N/A,986,N/A,11,2,16,9,1177,6,N/A,0,5,86,27,21,56.3,10.7,€10.7M
Mateo Kovačić,hr CRO,MF,Manchester City,30,2049,6,1,5,0,1.7,3.6,52,149,15,0.26,0.04,0.08,0.16,N/A,0.53,0.15,22.5,1604,92.6,24956,N/A,N/A,N/A,29,189,28,0,N/A,N/A,N/A,N/A,67,38,N/A,33,20,0,20,20,1959,51,287,1126,567,16,N/A,N/A,1332,N/A,73,3,19,29,1590,23,N/A,0,0,110,9,8,52.9,14.3,€14.3M
Emil Krafth,se SWE,DF,Newcastle Utd,30,288,0,0,0,0,0.0,0.1,3,7,1,0.0,0.0,0.01,0.03,N/A,0.0,0.0,14.6,104,80.0,1661,N/A,N/A,N/A,1,6,0,0,N/A,N/A,N/A,N/A,4,2,N/A,1,5,4,1,2,164,30,87,59,19,4,N/A,N/A,72,N/A,3,0,2,2,85,3,N/A,0,1,17,5,5,50.0,1.4,€1.4M
Mohammed Kudus,gh GHA,"FW,MF",West Ham,24,2331,4,2,1,1,6.5,2.3,88,74,194,0.15,0.08,0.25,0.09,N/A,0.77,0.06,15.6,640,83.6,10429,N/A,N/A,N/A,27,42,26,12,N/A,N/A,N/A,N/A,33,19,N/A,17,23,1,22,4,1141,12,158,466,558,115,N/A,N/A,748,N/A,56,39,66,88,888,35,N/A,18,70,125,10,35,22.2,24.8,€24.8M
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,25,2281,7,4,3,0,4.2,6.1,118,122,207,0.28,0.16,0.17,0.24,N/A,0.67,0.15,14.8,644,73.9,9046,N/A,N/A,N/A,64,61,52,6,N/A,N/A,N/A,N/A,43,23,N/A,30,27,4,23,13,1233,21,143,413,701,154,N/A,N/A,801,N/A,67,39,74,72,874,43,N/A,5,88,115,10,14,41.7,26.4,€26.4M
Maxence Lacroix,fr FRA,DF,Crystal Palace,25,2756,1,1,5,0,2.8,0.8,8,59,7,0.03,0.03,0.09,0.02,N/A,0.16,0.04,11.8,1093,81.9,22521,N/A,N/A,N/A,6,66,2,1,N/A,N/A,N/A,N/A,67,40,N/A,15,41,16,25,50,1737,314,1060,612,72,36,N/A,N/A,931,N/A,4,0,21,3,1024,31,N/A,1,6,121,54,44,55.1,11.6,€11.6M
Adam Lallana,eng ENG,MF,Southampton,36,361,0,2,4,0,0.2,0.9,6,24,10,0.0,0.5,0.04,0.23,N/A,0.0,0.0,18.1,221,85.0,2891,N/A,N/A,N/A,4,21,9,3,N/A,N/A,N/A,N/A,8,5,N/A,10,4,1,3,5,318,19,91,155,73,6,N/A,N/A,178,N/A,8,0,10,6,245,8,N/A,0,4,19,2,2,50.0,1.9,€1.9M
Tariq Lamptey,gh GHA,DF,Brighton,24,765,2,2,0,0,0.4,0.8,25,12,40,0.24,0.24,0.05,0.09,N/A,0.24,0.33,18.5,314,82.4,4884,N/A,N/A,N/A,5,11,5,4,N/A,N/A,N/A,N/A,14,10,N/A,15,12,5,7,6,489,25,147,208,137,9,N/A,N/A,267,N/A,13,2,9,4,276,12,N/A,0,24,35,1,12,7.7,4.6,€4.6M
Roméo Lavia,be BEL,MF,Chelsea,21,607,0,1,4,0,0.2,0.7,3,23,6,0.0,0.15,0.03,0.11,N/A,0.0,0.0,16.0,302,91.0,5086,N/A,N/A,N/A,7,39,3,0,N/A,N/A,N/A,N/A,19,11,N/A,8,6,0,6,13,387,13,91,242,58,1,N/A,N/A,230,N/A,8,0,1,7,277,12,N/A,0,0,30,10,2,83.3,4.6,€4.6M
Mario Lemina,ga GAB,"MF,DF",Wolves,31,1364,1,3,4,0,1.4,1.1,8,48,21,0.07,0.2,0.09,0.07,N/A,0.33,0.06,21.9,493,80.4,9479,N/A,N/A,N/A,10,43,13,4,N/A,N/A,N/A,N/A,51,31,N/A,9,12,7,5,27,809,92,324,378,119,18,N/A,N/A,382,N/A,12,2,21,11,482,17,N/A,4,10,73,25,16,61.0,8.7,€8.7M
